,part_of_speech,synonyms
227,satellite,"{'absent': 2.3052574161891993e-05, 'scatty': 3.6845679183886138e-09, 'absentminded': 4.017951658982717e-08, 'abstracted': 2.31820071993515e-06}"
228,satellite,"{'absolvitory': 1.4504380307990157e-10, 'exonerative': 1.5291349966544802e-09, 'forgiving': 1.158722146159674e-06}"
229,verb,"{'occupy': 1.8041724086650233e-05, 'suck': 1.714431193259117e-06, 'plunge': 3.2700235525881703e-06, 'engage': 1.9825067700473375e-05, 'engross': 6.358006966324203e-07, 'immerse': 4.892259234746523e-07, 'absorb': 5.678034120352033e-06, 'suck up': 8.099007581564991e-08, 'draw': 4.4779076683703556e-05, 'imbibe': 6.93225851020471e-07, 'soak up': 9.229479664774197e-08, 'steep': 1.1588826425535154e-05, 'assimilate': 1.422582092839811e-06, 'take over': 2.98166836076489e-06, 'ingest': 1.6995896872030632e-07, 'take up': 1.2185019760719038e-05, 'engulf': 2.2954898820013112e-07, 'absorbed': 1.4277620677782552e-05, 'sop up': 8.853063139894574e-09, 'take in': 4.4652788078594735e-06}"
230,satellite,"{'wrapped': 7.158384329110932e-06, 'enwrapped': 8.347920493866974e-08, 'absorbed': 1.4277620677782552e-05, 'captive': 5.520964604948618e-06, 'engrossed': 7.572849402747603e-06, 'intent': 2.412596776700307e-05}"
231,adjective,"{'ill-treated': 3.506607336751181e-07, 'abused': 6.096672260567869e-06, 'maltreated': 3.2633627199445127e-07, 'mistreated': 1.820139275420726e-07}"
232,satellite,"{'opprobrious': 5.118499529549245e-07, 'abusive': 1.5454517606163401e-06, 'scurrilous': 4.600874445856479e-07}"
233,satellite,"{'buzzing': 8.15838763362924e-07, 'abuzz': 2.1120221463854963e-08}"
234,satellite,"{'unfathomable': 6.189002761446214e-07, 'abyssal': 1.5651873868829395e-07, 'abysmal': 1.8059917083508266e-07}"
235,satellite,"{'academic': 1.4993186407895032e-05, 'pedantic': 8.450693070884144e-07, 'donnish': 1.0149560244469566e-08}"
236,satellite,"{'acanthoid': 4.86031603116317e-10, 'spinous': 8.582744859126544e-07, 'acanthous': 1.4838886973960918e-10}"
237,adjective,"{'acaudate': 3.078148332597742e-10, 'acaudal': 2.1755308702931047e-10}"
238,adjective,"{'stemless': 7.559959273151222e-08, 'acaulescent': 1.7504608655068697e-08}"
239,verb,"{'accented': 8.428807740744565e-07, 'accent': 4.73066662843612e-06, 'emphasise': 9.986154684806182e-07, 'punctuate': 1.2816016534318556e-07, 'stress': 2.940334034574394e-05, 'emphasize': 6.513986670025516e-06, 'accentuate': 4.438948056967486e-07}"
240,adjective,"{'accented': 8.428807740744565e-07, 'stressed': 5.906344843808261e-06, 'tonic': 2.6618544926213503e-06}"
241,satellite,"{'acceptable': 1.639089341942648e-05, 'satisfactory': 4.559242395466301e-05}"
242,satellite,"{'acceptive': 2.746954774719923e-09, 'acceptant': 1.189781025827511e-08}"
243,verb,"{'have': 0.0032011627721664744, 'accept': 4.6487595596138866e-05, 'bear': 6.741732734234894e-05, 'take on': 3.278920890178089e-06, 'consent': 5.3755607519058636e-05, 'accepted': 5.8205894016514684e-05, 'admit': 4.008833530916128e-05, 'take': 0.0003775010221573279, 'take over': 2.98166836076489e-06, 'assume': 3.4629963063774646e-05, 'swallow': 4.585621287993666e-06, 'go for': 2.408014449229361e-06, 'live with': 3.844121610870891e-06}"
244,satellite,"{'recognised': 1.2670226332994146e-05, 'accepted': 5.8205894016514684e-05, 'recognized': 4.1233298661924256e-05}"
245,verb,"{'come with': 3.404461695223699e-06, 'companion': 1.6879327196257083e-05, 'accompany': 1.2794551437280036e-05, 'keep company': 1.8885780879803328e-07, 'attach to': 2.1407573289908508e-06, 'go with': 5.82265186472477e-06, 'company': 0.00020665795534047354, 'follow': 8.096149520899009e-05, 'accompanied': 4.35104240043736e-05, 'play along': 6.126282254111616e-08}"
246,adjective,"{'accompanied': 4.35104240043736e-05, 'attended': 4.902761576610804e-05}"
247,verb,"{'come with': 3.404461695223699e-06, 'companion': 1.6879327196257083e-05, 'accompany': 1.2794551437280036e-05, 'keep company': 1.8885780879803328e-07, 'attach to': 2.1407573289908508e-06, 'go with': 5.82265186472477e-06, 'company': 0.00020665795534047354, 'follow': 8.096149520899009e-05, 'accompanying': 1.5214871553688009e-05, 'play along': 6.126282254111616e-08}"
248,satellite,"{'consequent': 1.1436656988353286e-05, 'resultant': 4.8957806607931595e-06, 'concomitant': 2.079703054982337e-06, 'sequent': 3.1857707130739e-07, 'ensuant': 1.7041942976740688e-09, 'accompanying': 1.5214871553688009e-05, 'attendant': 9.198141028394142e-06, 'incidental': 8.019662133022458e-06}"
249,satellite,"{'accrued': 8.353743837804829e-06, 'accumulated': 1.1425381148974656e-05}"
250,adjective,"{'acculturative': 1.9909772309239425e-08, 'acculturational': 2.1610767688704034e-09}"
251,satellite,"{'accumbent': 1.6690076538613286e-08, 'recumbent': 9.237599674525224e-07, 'decumbent': 1.9656828062747454e-07}"
252,verb,"{'conglomerate': 2.823495312225814e-06, 'cumulate': 9.40486474250369e-08, 'compile': 1.3456521886083468e-06, 'amass': 3.730869724609753e-07, 'hoard': 1.3960903956789272e-06, 'accumulate': 4.277141712780525e-06, 'roll up': 2.784087319701757e-07, 'gather': 1.2599357184579329e-05, 'accumulated': 1.1425381148974656e-05, 'pile up': 3.2402426754059123e-07, 'collect': 1.965930810982101e-05}"
253,satellite,"{'cumulative': 5.4514188744655315e-06, 'accumulative': 2.5087972206142543e-07}"
254,satellite,"{'exact': 3.172708034152261e-05, 'precise': 1.7098527946286014e-05, 'accurate': 2.956927349194822e-05}"
255,adjective,"{'noncellular': 1.0786946426898251e-08, 'acellular': 4.5386529687455116e-08}"
256,satellite,"{'acerose': 1.0447094717235332e-08, 'acerate': 1.6987464325651588e-08, 'needle-shaped': 8.790574912101066e-08, 'acicular': 2.8177934268411857e-07}"
257,satellite,"{'blistering': 5.496981946615869e-07, 'vitriolic': 3.1081018949132957e-07, 'acerb': 1.5877484319144325e-08, 'acerbic': 4.521975211938434e-08, 'astringent': 1.374464730734981e-06, 'bitter': 1.721193607158081e-05, 'sulfurous': 7.958454700043558e-08, 'sulphurous': 1.4593306185528227e-06, 'virulent': 1.7678446453692825e-06, 'caustic': 4.2770858546156005e-06, 'acid': 0.00010359936375028739, 'acrid': 1.3070880028040651e-06}"
258,satellite,"{'cotyloid': 4.0407330135812963e-08, 'acetabular': 1.0614346100921072e-07, 'cotyloidal': 2.9400742229506636e-10}"
259,satellite,"{'vinegary': 1.3178953081613803e-08, 'acetose': 1.1826945665419796e-09, 'acetous': 2.6397425664095124e-07, 'vinegarish': 1.0640517930486812e-09}"
260,adjective,"{'achaean': 1.854985407627938e-10, 'Achaean': 2.722163172646846e-07}"
261,satellite,"{'acidophilic': 4.927413730722829e-08, 'acidophilous': 4.6821283736775096e-09, 'aciduric': 8.348621973489317e-09}"
262,adjective,"{'acinous': 1.8561455748552555e-08, 'acinic': 5.148020852020481e-09, 'acinar': 1.0631915045007543e-07, 'acinose': 1.3904435603256196e-09}"
263,verb,"{'receipt': 2.451628027288634e-05, 'notice': 0.0001309648774301198, 'acknowledged': 2.2643925255551684e-05, 'recognise': 6.031103218850317e-06, 'know': 0.00035550860423195086, 'admit': 4.008833530916128e-05, 'acknowledge': 1.7911656451179502e-05, 'recognize': 2.156978352494025e-05}"
264,satellite,"{'acned': 1.4941313185857275e-09, 'pimpled': 3.523855545933025e-08, 'pustulate': 1.3242499149409527e-08, 'pimply': 4.621929011979645e-08}"
265,adjective,"{'acoustical': 5.040500184753233e-07, 'acoustic': 2.646702000482451e-06}"
266,verb,"{'familiarise': 1.0937987230004043e-07, 'introduce': 2.0091867100269317e-05, 'present': 0.00046656151384210195, 'familiarize': 7.344395824390814e-07, 'acquainted': 2.912427043063129e-05, 'acquaint': 4.708708257651238e-06}"
267,satellite,"{'acquiescent': 1.1525870643665115e-07, 'biddable': 1.7781316079827072e-08}"
268,satellite,"{'athletic': 3.519428762922563e-06, 'gymnastic': 6.096617189651695e-07, 'acrobatic': 1.5407571621478613e-07}"
269,adjective,"{'acrogenic': 3.064256373784289e-10, 'acrogenous': 7.718540186187576e-09}"
270,adjective,"{'acronymous': 1.6429714226192243e-10, 'acronymic': 2.5706851997005102e-09}"
271,satellite,"{'wide': 8.499905132953542e-05, 'all-inclusive': 2.716838740141611e-07, 'extensive': 4.972520688205768e-05, 'encompassing': 1.0530346586485512e-06, 'panoptic': 1.51918296977194e-08, 'all-encompassing': 1.3876246368564765e-07, 'broad': 5.1829632895879484e-05, 'all-embracing': 3.144685767519723e-07, 'blanket': 4.788028142504069e-06, 'across-the-board': 1.7407680706533453e-07}"
272,verb,"{'act as': 1.4101150483899894e-05, 'act': 0.0002896912237946161, 'do': 0.0009275369745809224, 'dissemble': 5.976019924259872e-07, 'acting': 4.0591919732537754e-05, 'behave': 4.962121578061959e-06, 'roleplay': 8.737142741850928e-09, 'playact': 1.9410480359298044e-09, 'pretend': 9.803573729042904e-06, 'represent': 4.691027762482247e-05, 'work': 0.0005982013428206396, 'play': 7.247148154919871e-05, 'move': 6.427382371410329e-05}"
273,adjective,"{'actual': 7.860286503352274e-05, 'existent': 2.4839530473544565e-06}"
274,satellite,"{'actual': 7.860286503352274e-05, 'literal': 5.964835783681174e-06, 'factual': 3.6613164778610593e-06, 'genuine': 1.9421295176695585e-05, 'real': 0.0001462585802420065}"
275,verb,"{'prompt': 1.1074717467833086e-05, 'incite': 9.381038603320281e-07, 'trip': 1.8959163022140332e-05, 'trigger': 3.3175037321339337e-06, 'set off': 5.299465614153469e-06, 'touch off': 3.717665537933568e-08, 'spark': 6.184448765810828e-06, 'actuated': 5.034957460433385e-06, 'trigger off': 2.075013749563458e-08, 'activate': 9.924013311895006e-07, 'actuate': 6.821950682838322e-07, 'propel': 7.033893034696371e-07, 'motivate': 8.577708514210926e-07, 'move': 6.427382371410329e-05, 'spark off': 1.303129908144094e-08}"
276,satellite,"{'addible': 2.828549302084451e-09, 'addable': 1.8942157306193944e-09}"
277,verb,"{'addicted': 2.4554076193486977e-06, 'hook': 7.70190945288396e-06, 'addict': 6.567870895082828e-07}"
278,adjective,"{'habit-forming': 8.524076482583504e-08, 'addictive': 2.72698576159467e-07}"
279,satellite,"{'additional': 9.275088615711597e-05, 'extra': 3.0462487851217042e-05}"
280,adjective,"{'linear': 1.846665127985824e-05, 'additive': 2.016122678206515e-06}"
281,satellite,"{'addlebrained': 9.748007162694097e-10, 'muddleheaded': 8.930217633853522e-09, 'puddingheaded': 9.6526701019013e-10, 'addlepated': 3.3591428802089037e-09}"
282,verb,"{'addled': 1.2167583363268143e-07, 'puddle': 6.859340388729033e-07, 'muddle': 4.254520632280074e-07, 'addle': 6.685447573271876e-08}"
283,satellite,"{'addled': 1.2167583363268143e-07, 'muzzy': 1.885632371706158e-08, 'wooly': 6.663755801567384e-08, 'woolly-headed': 1.6221748367968612e-08, 'wooly-minded': 1.5999923014763535e-10, 'woolly': 1.1466341727285672e-06, 'muddled': 3.807384803602471e-07, 'befuddled': 8.222358862088683e-08}"
284,satellite,"{'proficient': 1.3120061148524718e-06, 'practiced': 5.996666319313051e-06, 'good': 0.0005293735133533647, 'skilful': 5.815735968757037e-06, 'skillful': 2.0081629261459655e-06, 'expert': 1.5111124903455183e-05, 'adept': 1.0676511131973769e-06}"
285,adjective,"{'equal': 0.00012147238284913064, 'adequate': 3.892043577337129e-05}"
286,satellite,"{'tolerable': 4.769196114255337e-06, 'enough': 0.00015180586392249043, 'decent': 7.067636671294936e-06, 'fair to middling': 5.254504321993728e-09, 'passable': 8.123114009464533e-07, 'adequate': 3.892043577337129e-05}"
287,satellite,"{'capable': 5.009191243366783e-05, 'equal to': 4.0704103416139715e-05, 'up to': 0.00011322743430347454, 'adequate to': 3.812455990271982e-06}"
288,satellite,"{'contiguous': 5.2282926873326915e-06, 'neighboring': 6.6633907803176e-06, 'side by side': 4.831446358017095e-06, 'adjacent': 2.24029107358523e-05, 'conterminous': 2.1232314917050291e-07, 'next': 0.00020881438318579398}"
289,adjective,"{'adjective': 3.2680754304077347e-06, 'adjectival': 2.0503798112445542e-07}"
290,adjective,"{'procedural': 2.8857858756178767e-06, 'adjective': 3.2680754304077347e-06, 'adjectival': 2.0503798112445542e-07}"
291,verb,"{'look up to': 6.872803535552292e-07, 'admired': 9.372481064311019e-06, 'admire': 7.705615789293155e-06}"
292,satellite,"{'admittable': 2.69086305598382e-09, 'admittible': 3.022423307780362e-10}"
293,verb,"{'discourage': 3.6253282938349385e-06, 'caution': 1.2271914673091054e-05, 'warn': 5.121812266536905e-06, 'admonish': 8.702875690541213e-07, 'admonishing': 3.171701091340333e-07, 'monish': 2.0570685619334194e-08, 'reprove': 9.801920673510633e-07}"
294,satellite,"{'reproachful': 5.520682950665077e-07, 'admonishing': 3.171701091340333e-07, 'admonitory': 1.644986735190402e-07, 'reproving': 4.038390542615281e-07}"
295,satellite,"{'exemplary': 3.651982514717821e-06, 'reproving': 4.038390542615281e-07, 'admonishing': 3.171701091340333e-07, 'reproachful': 5.520682950665077e-07, 'monitory': 1.1998702642893202e-07, 'admonitory': 1.644986735190402e-07, 'warning': 1.58872658336068e-05, 'cautionary': 4.4837558090913635e-07}"
296,adjective,"{'adnexal': 4.44316024461161e-08, 'annexal': 2.3231262793133588e-10}"
297,verb,"{'ornament': 7.873389309358252e-06, 'adorn': 3.3552883414608078e-06, 'decorate': 1.1656953332103357e-06, 'grace': 4.779931312799757e-05, 'deck': 1.5209702301970663e-05, 'clothe': 2.1686297662241966e-06, 'adorned': 7.047596246232712e-06, 'embellish': 6.586103536089047e-07, 'invest': 6.8861650858610985e-06, 'beautify': 5.244057945896245e-07}"
298,adjective,"{'adorned': 7.047596246232712e-06, 'decorated': 7.043132426528231e-06}"
299,satellite,"{'adpressed': 9.870568921479998e-08, 'appressed': 5.162487143838415e-07}"
300,adjective,"{'sympathomimetic': 9.471639778717183e-08, 'adrenergic': 6.290941076814606e-07}"
301,satellite,"{'adrenocorticotropic': 4.3552077263417995e-08, 'adrenocorticotrophic': 2.0103458272263245e-08}"
302,satellite,"{'undirected': 1.8414343821192326e-07, 'planless': 2.7287781017736717e-08, 'rudderless': 4.227095637230684e-08, 'directionless': 2.5181529835892954e-08, 'adrift': 8.753446980797751e-07, 'afloat': 2.340451256671926e-06, 'aimless': 4.721329148141814e-07}"
303,satellite,"{'adscripted': 2.1928209000906052e-10, 'adscript': 5.402456335915616e-09}"
304,adjective,"{'adsorbable': 1.4549035718142306e-08, 'adsorbate': 1.3134052245940642e-07}"
305,satellite,"{'adulterate': 2.1252687191318994e-07, 'adulterated': 1.6141086144250708e-06, 'debased': 1.2938367646087121e-06}"
306,verb,"{'dilute': 5.60239795000373e-06, 'load': 3.583305084839003e-05, 'debase': 4.510837228451014e-07, 'adulterate': 2.1252687191318994e-07, 'adulterated': 1.6141086144250708e-06, 'stretch': 8.588463085300636e-06}"
307,verb,"{'dilute': 5.60239795000373e-06, 'adulterating': 1.326951147610363e-07, 'load': 3.583305084839003e-05, 'debase': 4.510837228451014e-07, 'adulterate': 2.1252687191318994e-07, 'stretch': 8.588463085300636e-06}"
308,satellite,"{'adulterous': 4.782715585054414e-07, 'extracurricular': 3.52882484970474e-07, 'two-timing': 8.27705185083028e-09, 'extramarital': 1.0800311632022341e-07, 'cheating': 1.2277033788910514e-06}"
309,satellite,"{'adumbrative': 2.1554871524698954e-09, 'foreshadowing': 2.5925611207402135e-07, 'prefigurative': 1.870201578522017e-08}"
310,satellite,"{'adust': 4.583752260559564e-08, 'parched': 1.426262105887311e-06, 'scorched': 1.0016369561023052e-06, 'sunbaked': 2.1442693475978373e-08, 'baked': 3.3450597118804954e-06}"
311,satellite,"{'advertent': 6.476457937407176e-09, 'heedful': 1.0935322173042012e-07}"
312,verb,"{'advertise': 2.7219993900393587e-06, 'advertize': 3.045593498308438e-08, 'publicize': 3.3902507881067747e-07, 'promote': 2.4876281906818758e-05, 'publicise': 5.9488743185452906e-08, 'advertised': 5.1622881317247145e-06, 'push': 1.0592042693318454e-05}"
313,verb,"{'rede': 3.4070498896494593e-07, 'counsel': 4.226529770355396e-05, 'advise': 1.3071461793834393e-05, 'send word': 1.2624054116143307e-07, 'notify': 6.215438646116231e-06, 'give notice': 3.6680707282649957e-06, 'apprise': 5.729969806225818e-07, 'propose': 2.1765442063762944e-05, 'advised': 1.9531244792886912e-05, 'suggest': 3.6976721263110916e-05, 'apprize': 3.056736274560016e-07}"
314,adjective,"{'advised': 1.9531244792886912e-05, 'well-advised': 5.143436531692127e-08}"
315,satellite,"{'consultative': 7.88452285934893e-07, 'consultatory': 1.6319093384690468e-09, 'advisory': 5.977278549564996e-06, 'consultive': 1.4315507717243142e-08}"
316,adjective,"{'undynamic': 2.911373147511668e-09, 'adynamic': 8.594915171350257e-08}"
317,satellite,"{'aery': 7.14382923904201e-08, 'airlike': 1.7615153900500966e-09, 'ethereal': 1.7115711750820436e-06, 'aeriform': 1.7845625060988035e-07, 'airy': 2.9195046918997543e-06, 'aerial': 4.926129187770505e-06}"
318,adjective,"{'aerophilous': 6.102898813515061e-10, 'aerobic': 9.205453125652895e-07, 'aerophilic': 3.259561836348893e-09}"
319,satellite,"{'flowing': 1.279666057327979e-05, 'aerodynamic': 9.283761894400206e-07, 'streamlined': 6.661356319715602e-07, 'sleek': 9.637176653395562e-07}"
320,adjective,"{'aeronautic': 9.705742597965145e-08, 'aeronautical': 8.854726957113825e-07}"
321,verb,"{'aerosolize': 1.059214731843161e-09, 'aerosolised': 9.432752344282648e-10, 'aerosolise': 3.4714380976353896e-11}"
322,satellite,"{'aerosolized': 3.515043333385963e-08, 'aerosolised': 9.432752344282648e-10}"
323,verb,"{'aerosolize': 1.059214731843161e-09, 'aerosolized': 3.515043333385963e-08, 'aerosolise': 3.4714380976353896e-11}"
324,adjective,"{'aeschylean': 2.784358993406033e-11, 'Aeschylean': 2.4097730274396722e-08}"
325,adjective,"{'medical': 6.723496810568244e-05, 'aesculapian': 2.0145015594741869e-10}"
326,adjective,"{'etiological': 4.3806135641412726e-07, 'etiologic': 3.3479356681027104e-07, 'aetiologic': 5.044901789080022e-09, 'aetiological': 9.886759208247328e-08}"
327,satellite,"{'afeared': 4.3572673940614875e-08, 'afeard': 1.6199707894256972e-07}"
328,satellite,"{'affable': 9.506526058064934e-07, 'amiable': 8.254853346705343e-06, 'cordial': 6.191316301691214e-06, 'genial': 3.7851151253442364e-06}"
329,verb,"{'strike': 3.6359301528203646e-05, 'involve': 1.769221028990178e-05, 'bear upon': 1.9099296620825594e-06, 'dissemble': 5.976019924259872e-07, 'affected': 5.649321171782125e-05, 'touch': 3.2872117680852726e-05, 'bear on': 1.8662080100223063e-06, 'regard': 0.00012604350298042616, 'pretend': 9.803573729042904e-06, 'touch on': 6.865478035545786e-07, 'affect': 3.620694037758039e-05, 'impress': 6.8045635985623514e-06, 'feign': 6.160588477224314e-07, 'impact': 2.8175009531755377e-05, 'move': 6.427382371410329e-05, 'sham': 1.8177578054880724e-06}"
330,adjective,"{'affixal': 6.628700005400131e-09, 'affixial': 1.4399264288318216e-10}"
331,verb,"{'stick on': 1.491517467543973e-07, 'append': 7.841096746953127e-07, 'add on': 1.3534678570384816e-07, 'affixed': 4.912432011281486e-06, 'supplement': 1.0389826470477354e-05, 'affix': 1.2739606871071128e-06}"
332,verb,"{'afflicted': 6.777478222665435e-06, 'afflict': 1.0262827608987057e-06, 'smite': 1.1377405045757354e-06}"
333,satellite,"{'afflicted': 6.777478222665435e-06, 'stricken': 5.7258413610014585e-06, 'impaired': 7.161417453954091e-06}"
334,satellite,"{'painful': 1.7455181259838246e-05, 'sore': 7.536828322492538e-06, 'afflictive': 2.529688142305987e-07}"
335,satellite,"{'moneyed': 6.438187481763829e-07, 'flush': 3.677923386125172e-06, 'affluent': 1.4550765031290644e-06, 'loaded': 1.539938262835106e-05, 'wealthy': 9.316665175919728e-06}"
336,satellite,"{'low-cost': 1.2161465942697196e-06, 'low-priced': 3.3043340290008816e-07, 'affordable': 9.827525320592314e-07}"
337,adjective,"{'afghan': 4.038077958932097e-08, 'Afghan': 1.51986753868331e-06, 'Afghani': 5.185152665324249e-08, 'Afghanistani': 8.264582323595319e-10}"
