,text,dict_val,enumerator
1296,ahorse,373,1296
1297,horseback,373,1297
1298,aid,374,1298
1299,help,374,1299
1300,assist,374,1300
1301,aided,374,1301
1302,assisted,375,1302
1303,aided,375,1303
1304,trouble,376,1304
1305,pain,376,1305
1306,ail,376,1306
1307,ailing,376,1307
1308,peaked,377,1308
1309,seedy,377,1309
1310,ailing,377,1310
1311,indisposed,377,1311
1312,under the weather,377,1312
1313,unwell,377,1313
1314,sickly,377,1314
1315,poorly,377,1315
1316,lightheaded,378,1316
1317,airheaded,378,1317
1318,giddy,378,1318
1319,empty-headed,378,1319
1320,light-headed,378,1320
1321,silly,378,1321
1322,featherbrained,378,1322
1323,dizzy,378,1323
1324,airless,379,1324
1325,unaired,379,1325
1326,close,379,1326
1327,stuffy,379,1327
1328,aeriform,380,1328
1329,airlike,380,1329
1330,aery,381,1330
1331,visionary,381,1331
1332,Laputan,381,1332
1333,ethereal,381,1333
1334,airy,381,1334
1335,aeriform,381,1335
1336,aired,381,1336
1337,windy,381,1337
1338,impractical,381,1338
1339,aerial,381,1339
1340,alcalescent,382,1340
1341,alkalescent,382,1341
1342,alchemic,383,1342
1343,alchemical,383,1343
1344,alchemistic,384,1344
1345,alchemistical,384,1345
1346,alcohol-dependent,385,1346
1347,alcoholic,385,1347
1348,aldermanic,386,1348
1349,aldermanly,386,1349
1350,alarm,387,1350
1351,alert,387,1351
1352,alert,388,1352
1353,watchful,388,1353
1354,awake,389,1354
1355,alert,389,1355
1356,zippy,389,1356
1357,lively,389,1357
1358,rattling,389,1358
1359,spanking,389,1359
1360,alive,389,1360
1361,merry,389,1361
1362,snappy,389,1362
1363,brisk,389,1363
1364,Aleutian,390,1364
1365,aleutian,390,1365
1366,Alexandrian,391,1366
1367,alexandrian,391,1367
1368,alexic,392,1368
1369,word-blind,392,1369
1370,out of doors,393,1370
1371,outdoors,393,1371
1372,outside,393,1372
1373,alfresco,393,1373
1374,algebraic,394,1374
1375,algebraical,394,1375
1376,Algerian,395,1376
1377,algerian,395,1377
1378,Algonkian,396,1378
1379,Algonquin,396,1379
1380,Algonquian,396,1380
1381,algonkian,396,1381
1382,Algonkian,397,1382
1383,Algonquin,397,1383
1384,Algonquian,397,1384
1385,algonquian,397,1385
1386,Algonkian,398,1386
1387,Algonquin,398,1387
1388,Algonquian,398,1388
1389,algonquin,398,1389
1390,disaffect,399,1390
1391,alien,399,1391
1392,alienate,399,1392
1393,estrange,399,1393
1394,foreign,400,1394
1395,exotic,400,1395
1396,alien,400,1396
1397,light,401,1397
1398,alight,401,1398
1399,perch,401,1399
1400,climb down,401,1400
1401,array,402,1401
1402,line up,402,1402
1403,aline,402,1403
1404,adjust,402,1404
1405,aligned,402,1405
1406,coordinate,402,1406
1407,align,402,1407
1408,ordinate,402,1408
1409,aligning,403,1409
1410,array,403,1410
1411,line up,403,1411
1412,aline,403,1412
1413,adjust,403,1413
1414,coordinate,403,1414
1415,align,403,1415
1416,ordinate,403,1416
1417,aligning,404,1417
1418,positioning,404,1418
1419,like,405,1419
1420,similar,405,1420
1421,alike,405,1421
1422,likewise,406,1422
1423,alike,406,1423
1424,nightlong,407,1424
1425,overnight,407,1425
1426,all-night,407,1426
1427,all-or-nothing,408,1427
1428,all-or-none,408,1428
1429,full-scale,409,1429
1430,all-out,409,1430
1431,omnipotent,410,1431
1432,almighty,410,1432
1433,all-powerful,410,1433
1434,general-purpose,411,1434
1435,all-purpose,411,1435
1436,dead,412,1436
1437,all in,412,1437
1438,bushed,412,1438
1439,beat,412,1439
1440,concluded,413,1440
1441,complete,413,1441
1442,ended,413,1442
1443,terminated,413,1443
1444,all over,413,1444
1445,over,413,1445
1446,all over,414,1446
1447,everywhere,414,1447
1448,everyplace,414,1448
1449,over,414,1449
1450,alleged,415,1450
1451,supposed,415,1451
1452,so-called,415,1452
1453,allegorical,416,1453
1454,allegoric,416,1454
1455,allelic,417,1455
1456,allelomorphic,417,1456
1457,hypersensitive,418,1457
1458,allergic,418,1458
1459,sensitised,418,1459
1460,supersensitive,418,1460
1461,sensitized,418,1461
1462,supersensitised,418,1462
1463,hypersensitised,418,1463
1464,supersensitized,418,1464
1465,hypersensitized,418,1465
1466,relieve,419,1466
1467,ease,419,1467
1468,palliate,419,1468
1469,alleviated,419,1469
1470,facilitate,419,1470
1471,alleviate,419,1471
1472,assuage,419,1472
1473,alleviated,420,1473
1474,relieved,420,1474
1475,eased,420,1475
1476,permissible,421,1476
1477,allowable,421,1477
1478,alloy,422,1478
1479,alloyed,422,1479
1480,debase,422,1480
1481,tempt,423,1481
1482,alluring,423,1482
1483,allure,423,1483
1484,tempting,424,1484
1485,beguiling,424,1485
1486,alluring,424,1486
1487,enticing,424,1487
1488,amygdaloid,425,1488
1489,amygdaliform,425,1489
1490,almond-shaped,425,1490
1491,amygdaloidal,425,1491
1492,unique,426,1492
1493,unequaled,426,1493
1494,lonely,426,1494
1495,lone,426,1495
1496,alone,426,1496
1497,unparalleled,426,1497
1498,unequalled,426,1498
1499,only,426,1499
1500,solitary,426,1500
1501,Alsatian,427,1501
1502,alsatian,427,1502
1503,altaic,428,1503
1504,Altaic,428,1504
1505,sanative,429,1505
1506,healing,429,1506
1507,therapeutic,429,1507
1508,alterative,429,1508
1509,curative,429,1509
1510,remedial,429,1510
1511,altered,430,1511
1512,falsify,430,1512
1513,castrate,430,1513
1514,alter,430,1514
1515,change,430,1515
1516,spay,430,1516
1517,neuter,430,1517
1518,modify,430,1518
1519,interpolate,430,1519
1520,vary,430,1520
1521,altered,431,1521
1522,adapted,431,1522
1523,neutered,431,1523
1524,amalgamated,432,1524
1525,unify,432,1525
1526,commix,432,1526
1527,mix,432,1527
1528,mingle,432,1528
1529,amalgamate,432,1529
1530,unfading,433,1530
1531,amaranthine,433,1531
1532,recreational,434,1532
1533,amateur,434,1533
1534,unpaid,434,1534
1535,amateurish,434,1535
1536,inexpert,434,1536
1537,unskilled,434,1537
1538,inexpert,435,1538
1539,amateurish,435,1539
1540,unskilled,435,1540
1541,amateur,435,1541
1542,amorous,436,1542
1543,amative,436,1543
1544,amorous,437,1544
1545,amatory,437,1545
1546,romantic,437,1546
1547,unambitious,438,1547
1548,ambitionless,438,1548
1549,ambitious,439,1549
1550,challenging,439,1550
1551,ambrosian,440,1551
1552,nectarous,440,1552
1553,ambrosial,440,1553
1554,ambrosian,441,1554
1555,Ambrosian,441,1555
1556,ambulant,442,1556
1557,ambulatory,442,1557
1558,amoeboid,443,1558
1559,ameboid,443,1559
1560,improve,444,1560
1561,amend,444,1561
1562,better,444,1562
1563,ameliorate,444,1563
1564,ameliorating,444,1564
1565,meliorate,444,1565
1566,meliorative,445,1566
1567,ameliorating,445,1567
1568,ameliorative,445,1568
1569,amelioratory,445,1569
1570,conformable,446,1570
1571,amenable,446,1571
1572,tractable,446,1572
1573,correctable,447,1573
1574,amendable,447,1574
1575,amenorrhoeal,448,1575
1576,amenorrheic,448,1576
1577,amenorrhoeic,448,1577
1578,amenorrheal,448,1578
1579,amentiferous,449,1579
1580,amentaceous,449,1580
1581,american,450,1581
1582,American,450,1582
1583,Native American,451,1583
1584,Indian,451,1584
1585,Amerind,451,1585
1586,Amerindic,451,1586
1587,amerind,451,1587
1588,ametabolous,452,1588
1589,ametabolic,452,1589
1590,Amharic,453,1590
1591,amharic,453,1591
1592,good-humored,454,1592
1593,amiable,454,1593
1594,cordial,454,1594
1595,genial,454,1595
1596,affable,454,1596
1597,good-humoured,454,1597
1598,ammoniacal,455,1598
1599,ammoniac,455,1599
1600,ammoniated,456,1600
1601,ammoniate,456,1601
1602,amnesiac,457,1602
1603,amnesic,457,1603
1604,amnesic,458,1604
1605,amnestic,458,1605
1606,amnionic,459,1606
1607,amniotic,459,1607
1608,amnic,459,1608
1609,possessed,460,1609
1610,demoniacal,460,1610
1611,amok,460,1611
1612,amuck,460,1612
1613,demoniac,460,1613
1614,berserk,460,1614
1615,murderously,461,1615
1616,amuck,461,1616
1617,amok,461,1617
1618,romantic,462,1618
1619,amorous,462,1619
1620,amatory,462,1620
1621,amative,462,1621
1622,amorphous,463,1622
1623,shapeless,463,1623
1624,formless,463,1624
1625,uncrystallized,463,1625
1626,unstructured,463,1626
1627,uncrystallised,463,1627
1628,amphiprotic,464,1628
1629,amphoteric,464,1629
1630,amphitheatric,465,1630
1631,amphitheatrical,465,1631
1632,rich,466,1632
1633,sizeable,466,1633
1634,plenteous,466,1634
1635,ample,466,1635
1636,plentiful,466,1636
1637,copious,466,1637
1638,sizable,466,1638
1639,ampullary,467,1639
1640,ampullar,467,1640
1641,amused,468,1641
1642,divert,468,1642
1643,amuse,468,1643
1644,disport,468,1644
1645,amused,469,1645
1646,entertained,469,1646
1647,diverted,469,1647
1648,divert,470,1648
1649,amuse,470,1649
1650,amusing,470,1650
1651,disport,470,1651
1652,anesthetic,471,1652
1653,anaesthetic,471,1653
1654,anagogical,472,1654
1655,anagogic,472,1655
1656,anagrammatic,473,1656
1657,anagrammatical,473,1657
1658,anal retentive,474,1658
1659,anal,474,1659
1660,analgetic,475,1660
1661,anodyne,475,1661
1662,analgesic,475,1662
1663,analog,476,1663
1664,linear,476,1664
1665,analogue,476,1665
1666,analogous,477,1666
1667,correspondent,477,1667
1668,analphabetic,478,1668
1669,unlettered,478,1669
1670,uninflected,479,1670
1671,analytic,479,1671
1672,analytical,479,1672
1673,analytic,480,1673
1674,analytical,480,1674
1675,decomposable,481,1675
1676,analyzable,481,1676
1677,canvass,482,1677
1678,break down,482,1678
1679,psychoanalyze,482,1679
1680,study,482,1680
1681,analyze,482,1681
1682,analyse,482,1682
1683,canvas,482,1683
1684,examine,482,1684
1685,analyzed,482,1685
1686,psychoanalyse,482,1686
1687,dissect,482,1687
1688,take apart,482,1688
1689,anapestic,483,1689
1690,anapaestic,483,1690
1691,lawless,484,1691
1692,anarchic,484,1692
1693,anarchical,484,1693
1694,stigmatic,485,1694
1695,anastigmatic,485,1695
1696,anatomical,486,1696
1697,anatomic,486,1697
1698,anatropous,487,1698
1699,inverted,487,1699
1700,patrimonial,488,1700
1701,ancestral,488,1701
1702,transmissible,488,1702
1703,hereditary,488,1703
1704,androgenetic,489,1704
1705,androgenous,489,1705
1706,anecdotic,490,1706
1707,anecdotal,490,1707
1708,anecdotical,490,1708
1709,anemometric,491,1709
1710,anemometrical,491,1710
1711,anencephalic,492,1711
1712,anencephalous,492,1712
1713,anoestrous,493,1713
1714,anestrous,493,1714
1715,anestric,493,1715
1716,aneurismatic,494,1716
1717,aneurismal,494,1717
1718,aneurysmal,494,1718
1719,aneurysmatic,494,1719
1720,cherubic,495,1720
1721,angelical,495,1721
1722,angelic,495,1722
1723,sainted,495,1723
1724,sweet,495,1724
1725,saintly,495,1725
1726,beatific,495,1726
1727,saintlike,495,1727
1728,seraphic,495,1728
1729,angelical,496,1729
1730,angelic,496,1730
1731,anger,497,1731
1732,angered,497,1732
1733,see red,497,1733
1734,slant,498,1734
1735,weight,498,1735
1736,tilt,498,1736
1737,fish,498,1737
1738,lean,498,1738
1739,angle,498,1739
1740,angled,498,1740
1741,tip,498,1741
1742,Anglican,499,1742
1743,anglican,499,1743
1744,anglo-catholic,500,1744
1745,Anglo-catholic,500,1745
1746,anglo-indian,501,1746
1747,Anglo-Indian,501,1747
1748,Anglo-Saxon,502,1748
1749,anglo-saxon,502,1749
1750,anglophilic,503,1750
1751,Anglophilic,503,1751
1752,anglophobic,504,1752
1753,Anglophobic,504,1753
1754,Angolan,505,1754
1755,angolan,505,1755
1756,raging,506,1756
1757,wild,506,1757
1758,furious,506,1758
1759,angry,506,1759
1760,tempestuous,506,1760
1761,tortured,507,1761
1762,anguished,507,1762
1763,tormented,507,1763
1764,angular,508,1764
1765,angulate,508,1765
1766,carnal,509,1766
1767,sensual,509,1767
1768,animal,509,1768
1769,fleshly,509,1769
1770,inspire,510,1770
1771,recreate,510,1771
1772,vivify,510,1772
1773,revivify,510,1773
1774,animize,510,1774
1775,enliven,510,1775
1776,animise,510,1776
1777,reanimate,510,1777
1778,renovate,510,1778
1779,repair,510,1779
1780,exalt,510,1780
1781,liven,510,1781
1782,invigorate,510,1782
1783,quicken,510,1783
1784,animate,510,1784
1785,liven up,510,1785
1786,revive,510,1786
1787,sentient,511,1787
1788,animate,511,1788
1789,wiped out,512,1789
1790,exterminated,512,1790
1791,annihilated,512,1791
1792,annihilate,513,1792
1793,wipe out,513,1793
1794,annihilating,513,1794
1795,eradicate,513,1795
1796,decimate,513,1796
1797,carry off,513,1797
1798,extinguish,513,1798
1799,eliminate,513,1799
1800,annihilating,514,1800
1801,withering,514,1801
1802,devastating,514,1802
1803,annihilative,514,1803
1804,announce,515,1804
1805,foretell,515,1805
1806,declare,515,1806
1807,denote,515,1807
1808,harbinger,515,1808
1809,herald,515,1809
1810,annunciate,515,1810
1811,announced,515,1811
1812,announced,516,1812
1813,proclaimed,516,1813
1814,anorectic,517,1814
1815,anorexic,517,1815
1816,anorexigenic,517,1816
1817,anorectic,518,1817
1818,anorexic,518,1818
1819,anorectic,519,1819
1820,anorexigenic,519,1820
1821,anorthic,520,1821
1822,triclinic,520,1822
1823,anosmatic,521,1823
1824,anosmic,521,1824
1825,another,522,1825
1826,some other,522,1826
1827,dopey,523,1827
1828,anserine,523,1828
1829,foolish,523,1829
1830,dopy,523,1830
1831,goosey,523,1831
1832,goosy,523,1832
1833,gooselike,523,1833
1834,jerky,523,1834
1835,respond,524,1835
1836,do,524,1836
1837,serve,524,1837
1838,answering,524,1838
1839,resolve,524,1839
1840,answer,524,1840
1841,suffice,524,1841
1842,reply,524,1842
1843,A.M.,525,1843
1844,ante meridiem,525,1844
1845,antediluvian,526,1845
1846,antediluvial,526,1846
1847,antiquated,527,1847
1848,archaic,527,1848
1849,antediluvian,527,1849
1850,antenatal,528,1850
1851,antepartum,528,1851
1852,prenatal,528,1852
1853,antennal,529,1853
1854,antennary,529,1854
1855,antenuptial,530,1855
1856,prenuptial,530,1856
1857,premarital,530,1857
1858,anterior,531,1858
1859,prior,531,1859
1860,parasiticidal,532,1860
1861,anthelminthic,532,1861
1862,helminthic,532,1862
1863,anthelmintic,532,1863
1864,staminate,533,1864
1865,antheral,533,1865
1866,anthophagous,534,1866
1867,anthophilous,534,1867
1868,anthropic,535,1868
1869,anthropical,535,1869
1870,anthropogenic,536,1870
1871,anthropogenetic,536,1871
1872,anthropoidal,537,1872
1873,manlike,537,1873
1874,apelike,537,1874
1875,anthropoid,537,1875
1876,anthropoidal,538,1876
1877,anthropoid,538,1877
1878,apelike,538,1878
1879,anthropometrical,539,1879
1880,anthropometric,539,1880
1881,anthropomorphous,540,1881
1882,humanlike,540,1882
1883,anthropomorphic,540,1883
1884,anti-american,541,1884
1885,anti-American,541,1885
1886,anti-intellectual,542,1886
1887,philistine,542,1887
1888,antiblack,543,1888
1889,anti-Semite,543,1889
1890,racist,543,1890
1891,anti-semite,543,1891
1892,anti-semitic,544,1892
1893,antisemitic,544,1893
1894,antiblack,545,1894
1895,anti-Semite,545,1895
1896,racist,545,1896
1897,clown around,546,1897
1898,clown,546,1898
1899,antic,546,1899
1900,expectant,547,1900
1901,anticipative,547,1901
1902,anticipant,547,1902
1903,predict,548,1903
1904,foresee,548,1904
1905,foretell,548,1905
1906,call,548,1906
1907,previse,548,1907
1908,foreknow,548,1908
1909,expect,548,1909
1910,counter,548,1910
1911,forebode,548,1911
1912,look for,548,1912
1913,promise,548,1913
1914,look to,548,1914
1915,anticipate,548,1915
1916,forestall,548,1916
1917,prognosticate,548,1917
1918,anticipated,548,1918
1919,awaited,549,1919
1920,hoped-for,549,1920
1921,anticipated,549,1921
1922,anticipatory,550,1922
1923,prevenient,550,1923
1924,anticlimactical,551,1924
1925,anticlimactic,551,1925
1926,contraclockwise,552,1926
1927,counterclockwise,552,1927
1928,anticlockwise,552,1928
1929,responsive,553,1929
1930,antiphonal,553,1930
1931,antiphonary,553,1931
1932,antiphonal,554,1932
1933,antiphonary,554,1933
1934,antipodean,555,1934
1935,antipodal,555,1935
1936,antiquated,556,1936
1937,antique,556,1937
1938,antiquate,556,1938
1939,antique,557,1939
1940,antiquate,557,1940
1941,antique,558,1941
1942,passee,558,1942
1943,old-hat,558,1943
1944,demode,558,1944
1945,old-fashioned,558,1945
1946,passe,558,1946
1947,outmoded,558,1947
1948,age-old,558,1948
1949,ex,558,1949
1950,antisatellite,559,1950
1951,ASAT,559,1951
1952,antisocial,560,1952
1953,asocial,560,1953
1954,antithetic,561,1954
1955,antithetical,561,1955
1956,antitypic,562,1956
1957,antitypical,562,1957
1958,anuretic,563,1958
1959,anuric,563,1959
1960,tailless,564,1960
1961,anurous,564,1961
1962,uneasy,565,1962
1963,dying,565,1963
1964,unquiet,565,1964
1965,nervous,565,1965
1966,anxious,565,1966
1967,queasy,565,1967
1968,whatever,566,1968
1969,any,566,1969
1970,whatsoever,566,1970
1971,aortal,567,1971
1972,aortic,567,1972
1973,apart,568,1973
1974,obscure,568,1974
1975,isolated,568,1975
1976,asunder,569,1976
1977,apart,569,1977
1978,aside,569,1978
1979,indifferent,570,1979
1980,apathetic,570,1980
1981,anthropoidal,571,1981
1982,anthropoid,571,1982
1983,apelike,571,1983
1984,apish,571,1984
1985,aperiodic,572,1985
1986,nonperiodic,572,1986
1987,aphonic,573,1987
1988,voiceless,573,1988
1989,axiomatic,574,1989
1990,aphoristic,574,1990
1991,epigrammatic,575,1991
1992,apothegmatic,575,1992
1993,aphoristic,575,1993
1994,aphrodisiacal,576,1994
1995,sexy,576,1995
1996,aphrodisiac,576,1996
1997,apish,577,1997
1998,apelike,577,1998
1999,apneic,578,1999
2000,apnoeic,578,2000
2001,apocalyptic,579,2001
2002,apocalyptical,579,2002
2003,revelatory,579,2003
2004,apocryphal,580,2004
2005,Apocryphal,580,2005
2006,apodal,581,2006
2007,apodous,581,2007
2008,apodeictic,582,2008
2009,apodictic,582,2009
2010,apogamic,583,2010
2011,apogamous,583,2011
2012,apogametic,583,2012
2013,unpolitical,584,2013
2014,apolitical,584,2014
2015,apologetic,585,2015
2016,excusatory,585,2016
2017,apomictic,586,2017
2018,apomictical,586,2018
2019,apoplectiform,587,2019
2020,apoplectoid,587,2020
2021,apostolical,588,2021
2022,papal,588,2022
2023,apostolic,588,2023
2024,pontifical,588,2024
2025,apothegmatical,589,2025
2026,apothegmatic,589,2026
2027,appalachian,590,2027
2028,Appalachian,590,2028
2029,appalled,591,2029
2030,scandalise,591,2030
2031,shock,591,2031
2032,appall,591,2032
2033,scandalize,591,2033
2034,outrage,591,2034
2035,horrify,591,2035
2036,appal,591,2036
2037,alarm,591,2037
2038,offend,591,2038
2039,dismay,591,2039
2040,spiritual,592,2040
2041,apparitional,592,2041
2042,spectral,592,2042
2043,phantasmal,592,2043
2044,ghostly,592,2044
2045,ghostlike,592,2045
2046,appealing,593,2046
2047,appeal,593,2047
2048,invoke,593,2048
2049,attract,593,2049
2050,likable,594,2050
2051,appealing,594,2051
2052,sympathetic,594,2052
2053,likeable,594,2053
2054,conciliable,595,2054
2055,appeasable,595,2055
2056,appeasing,596,2056
2057,mollify,596,2057
2058,gruntle,596,2058
2059,appease,596,2059
2060,stay,596,2060
2061,conciliate,596,2061
2062,propitiate,596,2062
2063,pacify,596,2063
2064,quell,596,2064
2065,placate,596,2065
2066,gentle,596,2066
2067,lenify,596,2067
2068,assuage,596,2068
2069,share,597,2069
2070,deal,597,2070
2071,portion out,597,2071
2072,apportion,597,2072
2073,divvy up,597,2073
2074,allocate,597,2074
2075,apportioned,597,2075
